text	label
"His measures take effect immediately and include : an update and expansion of background checks ( closing the "" gun show loophole "" ) ; the addition of 200 ATF agents ; increased mental health care funding ; $ 4 million and personnel to enhance the National Integrated Ballistics Information Network ( used to link crimes in one jurisdiction to ballistics evidence in another ) ; creating an Internet Investigations Center to track illegal online gun trafficking ; a new Department of Health and Human Services rule saying that it is not a HIPAA violation to report mental health information to the background check system ; a new requirement to report gun thefts ; new research funding for gun safety technologies ; and more funding to train law enforcement officers on preventing gun casualties in domestic violence cases ."	1
And not one dime of this money has gone to the plaintiffs, but rather to the lawyers.	1
Nearly two decades of research have shown that marijuana can be beneficial in alleviating pain and other symptoms associated with an array of illnesses , including cancer and multiple sclerosis .	1
They might also say that students can express their personalities in other ways , by way of accessories , purses , or a new hairstyle .	1
"Since there is currently no basis in common or statutory law to determine who would have responsibility for the care of the child , it would be left in a precarious position . """	1
"He was made to change into these alien clothes ( McBride "" Student "" 1-2 ) ."	0
The consequence of the amendment is that parties to the treaty who ratify may not reinstate the death penalty without repudiating the entire treaty , a move that would have undesirable political consequences .	0
In 2007 , Neumark and Wascher produced their own massive lit review , in which they tried to hand-select the best studies that had been written since minimum-wage research heated up in the early 1990s .	0
After all , they were formerly of the opposite opinion , so credentials are only peripherally involved .	0
Employers will give these employees a shot only if it ’s not too expensive for them to do so .	1
Below is a list of the most frequently asked questions Sanchez receives around the topic of school uniforms .	0
“ After Orlando , I thought : the only way we ’re going to get this done is the gay people , ” Wiese said .	0
Many extra-curricular activities, including high school athletics, will be discontinued.	1
You are here to LEARN .	0
However , this is n’t true because marijuana worsens depression .	1
But we do n't need new [ gun ] laws in this country to be able to do that .	0
ProCon.org launched its 10th website today , Prostitution ProCon.org , which explores the core question “ Should prostitution be legal ? ”	0
